,year,price,mileage,engine_size,Automatic,Manual,Other_Transmission,Semi-Auto,Diesel,Hybrid,Other_Fuel,Petrol
791,2019.0,27000,10368.0,2.0,0,0,0,1,1,0,0,0
792,2019.0,20980,11412.0,2.0,0,0,0,1,1,0,0,0
793,2019.0,19980,15057.0,2.1,0,0,0,1,1,0,0,0
794,2018.0,29480,8228.0,2.0,0,0,0,1,1,0,0,0
795,2017.0,45480,11018.0,4.0,0,0,0,1,0,0,0,1
796,2019.0,24980,6784.0,1.5,0,0,0,1,0,0,0,1
797,2019.0,24980,5453.0,1.5,0,0,0,1,0,0,0,1
798,2019.0,26500,3341.0,1.5,0,0,0,1,0,0,0,1
799,2019.0,24000,5207.0,1.5,0,0,0,1,0,0,0,1
800,2019.0,29500,10939.0,1.5,0,0,0,1,0,0,0,1
801,2019.0,32980,7255.0,2.0,0,0,0,1,1,0,0,0
802,2017.0,23980,15902.0,2.1,1,0,0,0,1,0,0,0
803,2019.0,28980,16543.0,2.0,0,0,0,1,0,0,0,1
804,2019.0,19980,13891.0,1.5,0,0,0,1,0,0,0,1
805,2019.0,19980,14307.0,1.5,0,0,0,1,0,0,0,1
806,2019.0,29980,9782.0,2.0,0,0,0,1,1,0,0,0
807,2019.0,26980,6584.0,1.5,0,0,0,1,0,0,0,1
808,2019.0,24480,13314.0,2.0,0,0,0,1,1,0,0,0
809,2019.0,25980,11412.0,1.5,0,0,0,1,0,0,0,1
810,2019.0,26000,5046.0,1.5,0,0,0,1,0,0,0,1
811,2019.0,23780,14663.0,1.5,0,0,0,1,0,0,0,1
812,2019.0,25000,13169.0,1.5,0,0,0,1,0,0,0,1
813,2019.0,30980,3254.0,2.0,0,0,0,1,1,0,0,0
814,2019.0,29980,6073.0,2.0,0,0,0,1,1,0,0,0
815,2019.0,29980,9454.0,2.0,0,0,0,1,1,0,0,0
816,2020.0,65980,3999.0,4.0,0,0,0,1,0,0,0,1
817,2019.0,28980,10696.0,1.5,0,0,0,1,0,0,0,1
818,2019.0,67980,3456.0,4.0,0,0,0,1,0,0,0,1
819,2019.0,31980,9.0,1.5,0,0,0,1,0,0,0,1
820,2019.0,30980,16.0,2.0,0,0,0,1,1,0,0,0
821,2020.0,30980,3999.0,2.0,0,0,0,1,1,0,0,0
822,2019.0,29480,11064.0,2.0,0,0,0,1,1,0,0,0
823,2015.0,16480,41349.0,2.1,0,0,0,1,1,0,0,0
824,2019.0,25980,8999.0,1.5,0,0,0,1,0,0,0,1
825,2014.0,15894,33896.0,2.1,0,0,0,1,1,0,0,0
826,2015.0,15495,37200.0,2.1,1,0,0,0,1,0,0,0
827,2019.0,28780,26075.0,1.5,0,0,0,1,0,0,0,1
828,2016.0,18480,25996.0,2.1,0,0,0,1,1,0,0,0
829,2019.0,25980,13214.0,1.5,0,0,0,1,0,0,0,1
830,2019.0,26980,7721.0,1.5,0,0,0,1,0,0,0,1
831,2019.0,25980,13012.0,1.5,0,0,0,1,0,0,0,1
832,2018.0,21980,8024.0,2.1,0,0,0,1,1,0,0,0
833,2019.0,31480,7524.0,2.0,0,0,0,1,1,0,0,0
834,2018.0,22680,7470.0,2.0,0,0,0,1,1,0,0,0
835,2020.0,33980,16.0,2.0,0,0,0,1,1,0,0,0
836,2019.0,45980,4504.0,3.0,0,0,0,1,0,0,0,1
837,2019.0,45980,2010.0,3.0,0,0,0,1,0,0,0,1
838,2019.0,20980,15933.0,1.5,0,0,0,1,0,0,0,1
839,2019.0,24780,13539.0,2.0,0,0,0,1,1,0,0,0
840,2019.0,26780,10340.0,2.0,0,0,0,1,1,0,0,0
841,2019.0,20480,14620.0,1.5,0,0,0,1,0,0,0,1
842,2019.0,25480,12016.0,1.5,0,0,0,1,0,0,0,1
843,2015.0,14000,43927.0,2.1,0,1,0,0,1,0,0,0
844,2019.0,25980,12285.0,1.5,0,0,0,1,0,0,0,1
845,2019.0,20980,14208.0,1.5,0,0,0,1,0,0,0,1
846,2019.0,45980,2617.0,3.0,0,0,0,1,0,0,0,1
847,2020.0,38980,3999.0,3.0,0,0,0,1,0,0,0,1
848,2019.0,26980,8072.0,2.0,0,0,0,1,1,0,0,0
849,2019.0,20480,6459.0,1.5,0,0,0,1,0,0,0,1
850,2019.0,27980,7460.0,2.0,0,0,0,1,1,0,0,0
851,2019.0,29480,7494.0,2.0,0,0,0,1,1,0,0,0
852,2019.0,29480,3999.0,1.6,0,0,0,1,1,0,0,0
853,2019.0,27000,3689.0,1.6,0,0,0,1,1,0,0,0
854,2020.0,32980,9.0,2.0,0,0,0,1,1,0,0,0
855,2019.0,36980,16.0,2.0,0,0,0,1,1,0,0,0
856,2019.0,36980,16.0,2.0,0,0,0,1,1,0,0,0
857,2016.0,20780,31246.0,2.1,0,0,0,1,1,0,0,0
858,2019.0,30980,4957.0,2.0,0,0,0,1,1,0,0,0
859,2016.0,18480,14996.0,2.1,0,0,0,1,1,0,0,0
860,2016.0,15480,36069.0,2.1,0,1,0,0,1,0,0,0
861,2017.0,24995,19500.0,2.1,1,0,0,0,1,0,0,0
862,2017.0,23995,14120.0,2.1,0,0,0,1,1,0,0,0
863,2017.0,22495,12028.0,2.1,1,0,0,0,1,0,0,0
864,2016.0,20500,17410.0,2.1,0,0,0,1,1,0,0,0
865,2015.0,14440,30380.0,2.1,0,0,0,1,1,0,0,0
866,2019.0,25980,11395.0,1.5,0,0,0,1,0,0,0,1
867,2019.0,29000,5937.0,1.5,0,0,0,1,0,0,0,1
868,2019.0,28480,11253.0,2.0,0,0,0,1,1,0,0,0
869,2018.0,22500,10514.0,1.5,0,0,0,1,0,0,0,1
870,2018.0,27500,12234.0,2.0,0,0,0,1,1,0,0,0
871,2019.0,20980,13645.0,2.0,0,0,0,1,1,0,0,0
872,2019.0,24980,6539.0,1.5,0,0,0,1,0,0,0,1
873,2019.0,25980,6206.0,1.5,0,0,0,1,0,0,0,1
874,2019.0,28480,2584.0,2.0,0,0,0,1,0,0,0,1
875,2016.0,17998,6043.0,1.6,0,0,0,1,1,0,0,0
876,2016.0,19698,13115.0,2.0,0,0,0,1,0,1,0,0
877,2016.0,18998,26372.0,2.0,1,0,0,0,0,1,0,0
878,2017.0,18998,23771.0,2.1,0,0,0,1,1,0,0,0
879,2016.0,10998,83786.0,1.6,0,1,0,0,1,0,0,0
880,2017.0,18498,48404.0,2.0,0,0,0,1,0,1,0,0
881,2016.0,13698,86965.0,2.0,0,0,0,1,0,1,0,0
882,2017.0,14698,59038.0,2.1,0,1,0,0,1,0,0,0
883,2016.0,13498,32174.0,2.1,0,1,0,0,1,0,0,0
884,2019.0,24980,4363.0,1.5,0,0,0,1,0,0,0,1
885,2019.0,29980,9109.0,2.0,0,0,0,1,1,0,0,0
886,2020.0,30480,16.0,2.0,0,0,0,1,1,0,0,0
887,2020.0,30480,16.0,2.0,0,0,0,1,1,0,0,0
888,2019.0,30480,249.0,2.0,0,0,0,1,1,0,0,0
889,2019.0,31000,13.0,2.0,0,0,0,1,1,0,0,0
890,2014.0,11133,61616.0,2.1,0,0,0,1,1,0,0,0
891,2017.0,18990,37730.0,2.1,0,0,0,1,1,0,0,0
892,2017.0,20995,19750.0,2.1,0,0,0,1,1,0,0,0
893,2017.0,46995,24347.0,4.0,0,0,0,1,0,0,0,1
894,2019.0,32995,4500.0,2.0,0,0,0,1,1,0,0,0
895,2017.0,21495,17442.0,2.1,0,0,0,1,1,0,0,0
896,2015.0,17495,33425.0,2.1,0,0,0,1,1,0,0,0
897,2019.0,67495,700.0,4.0,0,0,0,1,0,0,0,1
898,2017.0,17850,40202.0,2.1,0,0,0,1,1,0,0,0
899,2016.0,19170,35620.0,2.0,1,0,0,0,0,0,0,1
900,2013.0,23000,43442.0,6.2,0,0,0,1,0,0,0,1
901,2015.0,14850,44458.0,2.1,0,0,0,1,1,0,0,0
902,2019.0,18998,14006.0,1.5,0,0,0,1,0,0,0,1
903,2017.0,19498,46889.0,2.0,0,0,0,1,0,1,0,0
904,2016.0,14057,21443.0,1.6,0,1,0,0,1,0,0,0
905,2017.0,27995,4495.0,2.0,1,0,0,0,0,0,0,1
906,2017.0,24750,14776.0,2.0,1,0,0,0,0,0,0,1
907,2015.0,13260,79950.0,2.1,1,0,0,0,0,1,0,0
908,2018.0,20990,19650.0,2.0,0,0,0,1,0,0,0,1
909,2018.0,18450,30460.0,2.1,1,0,0,0,1,0,0,0
910,2015.0,17250,20720.0,2.1,1,0,0,0,1,0,0,0
911,2015.0,18610,14750.0,2.1,1,0,0,0,1,0,0,0
912,2016.0,18790,25250.0,2.0,0,0,0,1,0,1,0,0
913,2017.0,17300,27420.0,1.6,0,0,0,1,1,0,0,0
914,2015.0,18498,29817.0,2.1,0,0,0,1,1,0,0,0
915,2015.0,15298,59925.0,2.0,0,0,0,1,0,1,0,0
916,2016.0,17400,27036.0,2.0,1,0,0,0,0,1,0,0
917,2015.0,15999,39195.0,2.1,0,0,0,1,0,1,0,0
918,2019.0,28995,5196.0,2.0,0,0,0,1,1,0,0,0
919,2020.0,41999,4999.0,3.0,0,0,0,1,0,0,0,1
920,2019.0,36999,499.0,1.5,1,0,0,0,0,0,0,1
921,2019.0,30500,4999.0,1.6,1,0,0,0,0,0,0,1
922,2018.0,21160,13800.0,2.1,0,0,0,1,1,0,0,0
923,2019.0,26789,4680.0,1.5,0,0,0,1,0,0,0,1
924,2014.0,20495,10.0,2.1,1,0,0,0,1,0,0,0
925,2016.0,29995,33977.0,3.0,0,0,0,1,0,0,0,1
926,2017.0,16495,30807.0,2.1,0,0,0,1,1,0,0,0
927,2017.0,16995,30256.0,2.1,0,0,0,1,1,0,0,0
928,2019.0,39995,9293.0,3.0,0,0,0,1,0,0,0,1
929,2020.0,44995,250.0,2.0,0,0,0,1,0,0,0,1
930,2017.0,23995,33867.0,2.1,1,0,0,0,1,0,0,0
931,2015.0,12999,18766.0,2.0,0,1,0,0,0,0,0,1
932,2014.0,13390,43793.0,2.0,0,0,0,1,0,0,0,1
933,2017.0,18299,8552.0,2.0,0,0,0,1,0,0,0,1
934,2014.0,11000,71892.0,2.1,0,0,0,1,1,0,0,0
935,2015.0,16617,27080.0,2.1,1,0,0,0,1,0,0,0
936,2018.0,22201,22318.0,2.1,0,0,0,1,1,0,0,0
937,2016.0,16999,25448.0,2.0,1,0,0,0,0,0,0,1
938,2018.0,23299,17000.0,2.1,0,0,0,1,1,0,0,0
939,2019.0,31499,2206.0,2.0,1,0,0,0,1,0,0,0
940,2019.0,29950,4951.0,2.0,1,0,0,0,1,0,0,0
941,2019.0,31799,999.0,1.5,1,0,0,0,0,0,0,1
942,2014.0,15990,40997.0,2.1,1,0,0,0,1,0,0,0
943,2018.0,18999,24863.0,2.0,1,0,0,0,0,0,0,1
944,2018.0,22595,14389.0,2.1,0,0,0,1,1,0,0,0
945,2014.0,10290,79216.0,2.1,0,0,0,1,1,0,0,0
946,2015.0,10700,58724.0,2.1,0,0,0,1,1,0,0,0
947,2018.0,23890,8194.0,2.0,0,0,0,1,1,0,0,0
948,2017.0,18481,20179.0,2.1,1,0,0,0,1,0,0,0
949,2013.0,8751,91046.0,2.1,0,0,0,1,1,0,0,0
950,2015.0,11500,42918.0,2.0,0,1,0,0,0,0,0,1
951,2017.0,23999,32688.0,2.0,1,0,0,0,0,0,0,1
952,2019.0,26999,6155.0,2.0,0,0,0,1,1,0,0,0
953,2015.0,14999,42785.0,2.1,0,1,0,0,1,0,0,0
954,2017.0,33499,30968.0,3.0,0,0,0,1,0,0,0,1
955,2017.0,19999,9453.0,2.1,0,0,0,1,1,0,0,0
956,2017.0,20799,40355.0,2.0,1,0,0,0,0,0,0,1
957,2019.0,31999,999.0,2.0,1,0,0,0,1,0,0,0
958,2019.0,31995,999.0,2.0,1,0,0,0,1,0,0,0
959,2019.0,28880,8439.0,2.0,1,0,0,0,1,0,0,0
960,2017.0,15450,36368.0,2.1,0,0,0,1,1,0,0,0
961,2019.0,19995,13071.0,1.5,1,0,0,0,0,0,0,1
962,2019.0,31799,6805.0,2.0,0,0,0,1,0,0,0,1
963,2019.0,23295,15312.0,2.0,0,0,0,1,1,0,0,0
964,2017.0,18358,39413.0,2.1,1,0,0,0,1,0,0,0
965,2019.0,31009,2900.0,2.0,1,0,0,0,1,0,0,0
966,2019.0,29903,1664.0,2.0,1,0,0,0,1,0,0,0
967,2019.0,22995,4374.0,1.5,0,0,0,1,0,0,0,1
968,2019.0,30845,2065.0,2.0,1,0,0,0,1,0,0,0
969,2019.0,46755,168.0,3.0,1,0,0,0,0,0,0,1
970,2019.0,30675,1550.0,2.0,1,0,0,0,1,0,0,0
971,2016.0,16215,43559.0,2.1,0,0,0,1,1,0,0,0
972,2019.0,19394,14203.0,1.5,0,0,0,1,0,0,0,1
973,2016.0,21995,18998.0,2.0,0,0,0,1,0,0,0,1
974,2017.0,19545,32000.0,2.1,0,0,0,1,1,0,0,0
975,2017.0,18750,30000.0,1.6,0,0,0,1,1,0,0,0
976,2017.0,20995,14800.0,2.1,0,0,0,1,1,0,0,0
977,2015.0,16995,15000.0,2.1,0,1,0,0,1,0,0,0
978,2017.0,23890,23479.0,2.0,0,0,0,1,0,0,0,1
979,2016.0,18249,36077.0,2.1,1,0,0,0,1,0,0,0
980,2017.0,22479,30200.0,2.1,0,0,0,1,1,0,0,0
981,2019.0,23825,11135.0,1.5,1,0,0,0,0,0,0,1
982,2017.0,17973,69791.0,2.1,0,0,0,1,0,1,0,0
983,2016.0,16991,28500.0,2.1,0,0,0,1,1,0,0,0
984,2019.0,38596,2055.0,3.0,0,0,0,1,0,0,0,1
985,2019.0,28382,12585.0,2.0,1,0,0,0,1,0,0,0
986,2019.0,24626,14923.0,2.0,1,0,0,0,1,0,0,0
987,2019.0,28896,5044.0,2.0,1,0,0,0,1,0,0,0
988,2018.0,23500,4368.0,1.5,1,0,0,0,0,0,0,1
989,2019.0,26995,12725.0,1.5,1,0,0,0,0,0,0,1
990,2018.0,21500,15922.0,2.1,1,0,0,0,1,0,0,0
991,2018.0,24750,14788.0,1.5,1,0,0,0,0,0,0,1
992,2019.0,31650,7546.0,2.0,1,0,0,0,0,0,0,1
993,2017.0,17750,15500.0,2.1,1,0,0,0,1,0,0,0
994,2016.0,19995,17560.0,2.0,0,0,0,1,0,0,0,1
995,2019.0,26500,6902.0,1.5,1,0,0,0,0,0,0,1
996,2017.0,31692,38545.0,3.0,1,0,0,0,0,0,0,1
997,2016.0,22999,26673.0,2.1,0,0,0,1,1,0,0,0
998,2018.0,26995,11209.0,2.0,0,0,0,1,1,0,0,0
999,2017.0,22995,20362.0,2.1,1,0,0,0,1,0,0,0
1000,2017.0,23995,14952.0,2.0,1,0,0,0,0,0,0,1
1001,2017.0,20495,12505.0,2.1,0,0,0,1,1,0,0,0
1002,2016.0,16495,28304.0,1.6,0,0,0,1,1,0,0,0
1003,2017.0,20495,13400.0,2.0,0,0,0,1,0,0,0,1
1004,2019.0,31276,5999.0,2.0,1,0,0,0,0,0,0,1
1005,2018.0,27832,11847.0,2.0,1,0,0,0,1,0,0,0
1006,2017.0,16202,67665.0,2.1,1,0,0,0,1,0,0,0
1007,2017.0,16442,58687.0,2.1,1,0,0,0,1,0,0,0
1008,2019.0,31650,4216.0,2.0,1,0,0,0,0,0,0,1
1009,2016.0,21750,15664.0,2.0,1,0,0,0,0,0,0,1
1010,2013.0,8991,47334.0,2.1,0,0,0,1,1,0,0,0
1011,2017.0,16491,32434.0,2.1,0,0,0,1,1,0,0,0
1012,2019.0,25695,2000.0,1.5,0,0,0,1,0,0,0,1
1013,2020.0,29999,100.0,2.0,0,0,0,1,1,0,0,0
1014,2018.0,26690,16132.0,2.0,1,0,0,0,1,0,0,0
1015,2019.0,25990,13275.0,2.0,1,0,0,0,1,0,0,0
1016,2015.0,15849,44012.0,2.1,0,0,0,1,1,0,0,0
1017,2016.0,17999,18246.0,2.0,0,0,0,1,0,0,0,1
1018,2018.0,19998,11468.0,2.0,0,0,0,1,0,0,0,1
1019,2015.0,15990,43120.0,2.1,1,0,0,0,1,0,0,0
1020,2018.0,21960,31639.0,2.0,0,0,0,1,1,0,0,0
1021,2016.0,16960,21821.0,2.1,1,0,0,0,1,0,0,0
1022,2015.0,17441,49910.0,2.1,0,0,0,1,1,0,0,0
1023,2017.0,31741,13500.0,3.0,0,0,0,1,0,0,0,1
1024,2013.0,9991,66419.0,1.6,0,0,0,1,0,0,0,1
1025,2019.0,25122,13852.0,2.0,0,0,0,1,1,0,0,0
1026,2017.0,19762,36047.0,2.1,1,0,0,0,1,0,0,0
1027,2018.0,23456,26723.0,2.1,1,0,0,0,1,0,0,0
1028,2019.0,67940,237.0,4.0,1,0,0,0,0,0,0,1
1029,2017.0,27526,15958.0,3.0,1,0,0,0,0,0,0,1
1030,2015.0,16122,46522.0,1.6,0,0,0,1,1,0,0,0
1031,2019.0,41870,7226.0,2.0,1,0,0,0,1,0,0,0
1032,2016.0,22991,9443.0,2.0,0,0,0,1,0,0,0,1
1033,2017.0,28672,25048.0,3.0,1,0,0,0,0,0,0,1
1034,2015.0,12980,46500.0,2.1,0,0,0,1,1,0,0,0
1035,2017.0,20990,26675.0,2.1,0,0,0,1,1,0,0,0
1036,2018.0,23990,11387.0,2.0,1,0,0,0,1,0,0,0
1037,2019.0,23990,15257.0,1.5,1,0,0,0,0,0,0,1
1038,2019.0,23990,14271.0,1.5,1,0,0,0,0,0,0,1
1039,2019.0,23290,4693.0,1.5,1,0,0,0,0,0,0,1
1040,2018.0,23990,12220.0,1.5,1,0,0,0,0,0,0,1
1041,2019.0,28990,17743.0,2.0,0,0,0,1,1,0,0,0
1042,2018.0,27990,8400.0,2.0,1,0,0,0,1,0,0,0
1043,2019.0,26990,12043.0,2.0,0,0,0,1,1,0,0,0
1044,2018.0,25990,12298.0,1.5,1,0,0,0,0,0,0,1
1045,2019.0,29990,12986.0,2.0,1,0,0,0,1,0,0,0
1046,2016.0,17990,51300.0,2.1,0,0,0,1,1,0,0,0
1047,2017.0,17990,19627.0,2.0,0,0,0,1,0,0,0,1
1048,2017.0,23290,23183.0,2.1,1,0,0,0,1,0,0,0
1049,2017.0,22290,34587.0,2.1,1,0,0,0,1,0,0,0
1050,2013.0,9991,39187.0,1.6,0,1,0,0,0,0,0,1
1051,2016.0,17991,29446.0,2.0,1,0,0,0,0,0,0,1
1052,2018.0,22032,13558.0,1.5,1,0,0,0,0,0,0,1
1053,2018.0,28342,10025.0,2.0,0,0,0,1,0,0,0,1
1054,2018.0,28752,8786.0,2.0,0,0,0,1,1,0,0,0
1055,2019.0,23995,14141.0,1.5,1,0,0,0,0,0,0,1
1056,2017.0,18299,36152.0,2.0,0,0,0,1,0,0,0,1
1057,2019.0,25499,13896.0,1.5,0,0,0,1,0,0,0,1
1058,2019.0,29999,5283.0,2.0,1,0,0,0,1,0,0,0
1059,2019.0,26999,3218.0,1.6,0,0,0,1,1,0,0,0
1060,2019.0,30499,11159.0,2.0,0,0,0,1,1,0,0,0
1061,2019.0,25799,7508.0,2.0,1,0,0,0,1,0,0,0
1062,2017.0,18999,9198.0,2.0,0,0,0,1,0,0,0,1
1063,2019.0,31299,4233.0,2.0,0,0,0,1,1,0,0,0
1064,2019.0,25390,7945.0,1.6,0,0,0,1,0,0,0,1
1065,2019.0,24290,5542.0,1.6,0,0,0,1,0,0,0,1
1066,2019.0,35991,5376.0,3.0,1,0,0,0,0,0,0,1
1067,2019.0,35791,2910.0,2.0,1,0,0,0,1,0,0,0
1068,2018.0,26492,28801.0,2.1,0,0,0,1,1,0,0,0
1069,2020.0,33991,1000.0,2.0,0,0,0,1,1,0,0,0
1070,2020.0,40991,1000.0,2.0,0,0,0,1,1,0,0,0
1071,2020.0,34991,1000.0,2.0,0,0,0,1,0,0,0,1
1072,2015.0,18736,27276.0,2.0,0,0,0,1,0,0,0,1
1073,2019.0,30492,3592.0,2.0,1,0,0,0,0,0,0,1
1074,2019.0,27616,5111.0,2.0,1,0,0,0,0,0,0,1
1075,2016.0,14441,49101.0,2.0,0,0,0,1,0,0,0,1
1076,2019.0,26396,2638.0,1.5,1,0,0,0,0,0,0,1
1077,2016.0,21502,17109.0,2.1,0,0,0,1,1,0,0,0
1078,2016.0,25932,24420.0,2.0,0,0,0,1,0,0,0,1
1079,2017.0,32552,22914.0,3.0,0,0,0,1,0,0,0,1
1080,2019.0,31499,3010.0,2.0,1,0,0,0,1,0,0,0
1081,2019.0,21749,5184.0,1.5,1,0,0,0,0,0,0,1
1082,2019.0,28995,4505.0,2.0,1,0,0,0,1,0,0,0
1083,2018.0,19995,2077.0,1.6,1,0,0,0,1,0,0,0
1084,2019.0,36995,100.0,1.5,1,0,0,0,0,0,0,1
1085,2019.0,37250,3147.0,2.0,1,0,0,0,1,0,0,0
1086,2016.0,16750,24909.0,1.6,1,0,0,0,1,0,0,0
1087,2018.0,23995,14876.0,2.0,1,0,0,0,0,0,0,1
1088,2017.0,20490,50232.0,2.1,0,0,0,1,1,0,0,0
1089,2019.0,48990,800.0,3.0,0,0,0,1,0,0,0,1
1090,2019.0,32490,2600.0,2.0,1,0,0,0,1,0,0,0
1091,2020.0,33990,100.0,2.0,0,0,0,1,1,0,0,0
1092,2019.0,28990,5000.0,1.6,1,0,0,0,0,0,0,1
1093,2019.0,46390,2750.0,3.0,1,0,0,0,0,0,0,1
1094,2019.0,37990,2750.0,2.0,1,0,0,0,1,0,0,0
1095,2019.0,31990,100.0,2.0,1,0,0,0,1,0,0,0
1096,2016.0,17590,13020.0,2.0,1,0,0,0,0,0,0,1
1097,2016.0,17750,22090.0,2.1,0,0,0,1,1,0,0,0
1098,2017.0,16860,33964.0,2.1,0,0,0,1,1,0,0,0
1099,2015.0,13100,63955.0,2.1,1,0,0,0,1,0,0,0
1100,2016.0,19000,37956.0,2.0,0,0,0,1,0,1,0,0
1101,2017.0,23000,17125.0,2.0,0,0,0,1,0,0,0,1
1102,2018.0,19995,43288.0,2.1,0,0,0,1,1,0,0,0
1103,2017.0,19000,20070.0,2.1,0,0,0,1,1,0,0,0
1104,2016.0,18790,25441.0,2.0,0,0,0,1,0,1,0,0
1105,2018.0,18700,28629.0,2.1,1,0,0,0,1,0,0,0
1106,2019.0,31999,4999.0,2.0,1,0,0,0,1,0,0,0
1107,2019.0,30999,4999.0,1.5,1,0,0,0,0,0,0,1
1108,2019.0,32495,4999.0,2.0,1,0,0,0,1,0,0,0
1109,2019.0,32499,2767.0,2.0,1,0,0,0,1,0,0,0
1110,2019.0,38999,4300.0,3.0,1,0,0,0,0,0,0,1
1111,2019.0,28799,3489.0,1.6,1,0,0,0,0,0,0,1
1112,2017.0,22995,38471.0,2.1,0,0,0,1,1,0,0,0
1113,2019.0,24999,14822.0,1.5,0,0,0,1,0,0,0,1
1114,2019.0,24999,11574.0,1.5,1,0,0,0,0,0,0,1
1115,2017.0,23295,25876.0,2.1,1,0,0,0,1,0,0,0
1116,2019.0,31995,7992.0,2.0,0,0,0,1,1,0,0,0
1117,2019.0,28999,6700.0,2.0,0,0,0,1,1,0,0,0
1118,2016.0,21133,46080.0,2.1,0,0,0,1,1,0,0,0
1119,2019.0,31990,20.0,1.5,1,0,0,0,0,0,0,1
1120,2019.0,34790,3000.0,2.0,1,0,0,0,1,0,0,0
1121,2019.0,23499,14651.0,1.5,1,0,0,0,0,0,0,1
1122,2018.0,27991,5386.0,2.1,0,0,0,1,1,0,0,0
1123,2019.0,36791,6664.0,2.0,1,0,0,0,1,0,0,0
1124,2019.0,33790,6325.0,1.5,1,0,0,0,0,0,0,1
1125,2019.0,39790,3700.0,2.0,1,0,0,0,1,0,0,0
1126,2019.0,36791,1765.0,1.5,1,0,0,0,0,0,0,1
1127,2016.0,21991,26483.0,2.1,0,0,0,1,1,0,0,0
1128,2019.0,23410,10218.0,1.5,0,0,0,1,0,0,0,1
1129,2019.0,23250,9169.0,1.5,0,0,0,1,0,0,0,1
1130,2020.0,39991,1173.0,2.0,0,0,0,1,1,0,0,0
1131,2017.0,22052,13567.0,2.1,1,0,0,0,1,0,0,0
1132,2017.0,22495,13919.0,2.1,0,0,0,1,1,0,0,0
1133,2019.0,25995,7868.0,1.6,0,0,0,1,1,0,0,0
1134,2019.0,23900,14755.0,1.5,0,0,0,1,0,0,0,1
1135,2019.0,29900,1342.0,2.0,0,0,0,1,0,0,0,1
1136,2019.0,39400,11838.0,3.0,0,0,0,1,0,0,0,1
1137,2019.0,27400,11723.0,2.0,0,0,0,1,1,0,0,0
1138,2019.0,32900,3579.0,2.0,0,0,0,1,0,0,0,1
1139,2020.0,34900,3478.0,2.0,0,0,0,1,0,0,0,1
1140,2016.0,15900,9870.0,1.6,0,1,0,0,1,0,0,0
1141,2018.0,20690,15900.0,2.0,0,0,0,1,0,0,0,1
1142,2019.0,29775,5059.0,2.0,0,0,0,1,1,0,0,0
1143,2019.0,22956,13002.0,2.0,1,0,0,0,1,0,0,0
1144,2019.0,27992,12838.0,2.0,0,0,0,1,1,0,0,0
1145,2019.0,25316,12695.0,1.5,0,0,0,1,0,0,0,1
1146,2019.0,27086,5578.0,1.6,0,0,0,1,1,0,0,0
1147,2019.0,27776,6389.0,2.0,0,0,0,1,1,0,0,0
1148,2017.0,18491,18390.0,2.0,0,0,0,1,0,0,0,1
1149,2019.0,30181,1786.0,2.0,1,0,0,0,1,0,0,0
1150,2018.0,23480,7351.0,2.0,1,0,0,0,0,0,0,1
1151,2019.0,22678,15133.0,2.0,1,0,0,0,1,0,0,0
1152,2019.0,29480,3299.0,2.0,0,0,0,1,0,0,0,1
1153,2018.0,24546,12397.0,2.1,1,0,0,0,1,0,0,0
1154,2019.0,24295,6063.0,1.5,1,0,0,0,0,0,0,1
1155,2017.0,19995,43000.0,2.1,0,0,0,1,1,0,0,0
1156,2017.0,22995,20000.0,2.1,0,0,0,1,1,0,0,0
1157,2019.0,26076,4510.0,2.0,0,0,0,1,1,0,0,0
1158,2018.0,27872,14157.0,2.0,0,0,0,1,1,0,0,0
1159,2018.0,21342,6721.0,1.5,0,0,0,1,0,0,0,1
1160,2019.0,25980,9156.0,2.0,0,0,0,1,1,0,0,0
1161,2019.0,26280,11923.0,2.0,0,0,0,1,1,0,0,0
1162,2019.0,26795,22000.0,2.0,0,0,0,1,1,0,0,0
1163,2020.0,33995,30.0,2.0,0,0,0,1,1,0,0,0
1164,2019.0,25400,14682.0,1.5,0,0,0,1,0,0,0,1
1165,2019.0,22900,21481.0,1.5,0,0,0,1,0,0,0,1
1166,2020.0,33400,213.0,2.0,0,0,0,1,1,0,0,0
1167,2019.0,28900,1416.0,2.0,0,0,0,1,0,0,0,1
1168,2018.0,22900,23831.0,2.1,0,0,0,1,1,0,0,0
1169,2019.0,29995,6828.0,2.0,0,0,0,1,0,0,0,1
1170,2019.0,30910,11810.0,2.0,0,0,0,1,1,0,0,0
1171,2017.0,20991,26000.0,2.1,0,0,0,1,0,1,0,0
1172,2017.0,24132,12586.0,2.1,0,0,0,1,1,0,0,0
1173,2019.0,36991,3498.0,2.0,1,0,0,0,1,0,0,0
1174,2019.0,28706,1808.0,1.6,0,0,0,1,1,0,0,0
1175,2017.0,25402,16212.0,2.0,0,0,0,1,0,0,0,1
1176,2015.0,22402,21123.0,2.1,0,0,0,1,1,0,0,0
1177,2017.0,23952,20142.0,2.1,1,0,0,0,1,0,0,0
1178,2016.0,17443,55877.0,2.1,0,0,0,1,1,0,0,0
1179,2018.0,18700,26765.0,2.1,0,0,0,1,1,0,0,0
1180,2019.0,25446,16281.0,1.5,1,0,0,0,0,0,0,1
1181,2019.0,22444,5526.0,1.5,1,0,0,0,0,0,0,1
1182,2016.0,31342,34587.0,3.0,1,0,0,0,0,0,0,1
1183,2017.0,23056,23378.0,2.1,1,0,0,0,1,0,0,0
